web_scraper_order,web_scraper_start_url,type_habits,prix,adresse,image_lien
"1771242894-904","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfant","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3067708_uploaded_image1_1618829674.jpg"
"1771242894-905","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Body bébé","10 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3067317_uploaded_image1_1618813231.jpg"
"1771242894-906","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Grenouillère bébé","3 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3067315_uploaded_image1_1618813047.jpg"
"1771242894-907","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3061627_uploaded_image1_1618503756.jpg"
"1771242894-908","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble vêtement enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3061615_uploaded_image1_1618503481.jpg"
"1771242894-909","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble bébé","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3061601_uploaded_image1_1618503055.jpg"
"1771242894-910","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Lacoste enfant","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3057300_uploaded_image1_1618332021.jpg"
"1771242894-911","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalon enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056602_uploaded_image1_1618315072.jpg"
"1771242894-912","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056595_uploaded_image1_1618314916.jpg"
"1771242894-913","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Pantalon enfant","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056588_uploaded_image1_1618314847.jpg"
"1771242894-914","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056583_uploaded_image1_1618314776.jpg"
"1771242894-915","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Robe enfant","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056578_uploaded_image1_1618314619.jpg"
"1771242894-916","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","T-shirt enfant","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056575_uploaded_image1_1618314552.jpg"
"1771242894-917","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtement enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3056574_uploaded_image1_1618314483.jpg"
"1771242894-918","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble blouson enfant","6 500CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3053772_uploaded_image1_1618187520.jpg"
"1771242894-919","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","T-shirt enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3051993_uploaded_image1_1618077955.jpg"
"1771242894-920","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensemble  body et collant","2 500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3043879_uploaded_image1_1617740872.jpg"
"1771242894-921","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","500CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3041195_uploaded_image1_1617633853.jpg"
"1771242894-922","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Vêtements enfants","1 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3041189_uploaded_image1_1617633624.jpg"
"1771242894-923","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Ensembles pour enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3038305_uploaded_image1_1617474792.jpg"
"1771242894-924","https://sn.coinafrique.com/categorie/vetements-enfants?page=9","Set de baptême","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3038303_uploaded_image1_1617474759.jpg"
"1771242902-925","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Combinaison surf pour enfant","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3420805_uploaded_image1_1636035011.jpg"
"1771242902-926","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble enfant","13 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3416581_uploaded_image1_1635864100.jpg"
"1771242902-927","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Blouson Poir Pour Enfant","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3414761_uploaded_image1_1635795193.jpg"
"1771242902-928","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Caleçons coton enfant -  12 pièces","6 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3412103_uploaded_image1_1635684897.jpg"
"1771242902-929","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe de princesse","30 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3410760_uploaded_image1_1635583935.jpg"
"1771242902-930","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble garçon","15 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405987_uploaded_image1_1635327202.jpg"
"1771242902-931","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robes enfant","15 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405969_uploaded_image1_1635326776.jpg"
"1771242902-932","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfants","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3404857_uploaded_image1_1635260273.jpg"
"1771242902-933","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3404666_uploaded_image1_1635254147.jpg"
"1771242902-934","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe de princesse","10 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3401212_uploaded_image1_1635078924.jpg"
"1771242902-935","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe de princesse","10 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3401211_uploaded_image1_1635078841.jpg"
"1771242902-936","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtement bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3398130_uploaded_image1_1634894756.jpg"
"1771242902-937","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtement bébé","3 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3396665_uploaded_image1_1634813452.jpg"
"1771242902-938","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble bébé","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3396563_uploaded_image1_1634810875.jpg"
"1771242902-939","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Grenouillère bébé","6 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3374507_uploaded_image1_1633645210.jpg"
"1771242902-940","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Articles bébés","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395767_uploaded_image1_1634755870.jpg"
"1771242902-941","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe bébé","1 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395494_uploaded_image1_1634745752.jpg"
"1771242902-942","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtement bébé","1 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395485_uploaded_image3_1634745594.jpeg"
"1771242902-943","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfants","2 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3395480_uploaded_image1_1634745484.jpg"
"1771242902-944","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Grenouillère bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3340891_uploaded_image1_1631956848.jpg"
"1771242902-945","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Grenouillère bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3340897_uploaded_image1_1631956928.jpg"
"1771242902-946","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfant","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg"
"1771242902-947","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Short de friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365569_uploaded_image1_1633264344.jpg"
"1771242902-948","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Jeans de friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365568_uploaded_image1_1633264290.jpg"
"1771242902-949","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Jeans de friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365566_uploaded_image1_1633264236.jpg"
"1771242902-950","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Jeans de friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365564_uploaded_image1_1633264163.jpg"
"1771242902-951","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Short de friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3365562_uploaded_image1_1633264117.jpg"
"1771242902-952","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Caleçon enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3347857_uploaded_image1_1632316849.jpg"
"1771242902-953","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Tee-shirt enfant","4 000CFA","Tambacounda, Sénégal","https://images.coinafrique.com/thumb_3344999_uploaded_image1_1632183344.jpg"
"1771242902-954","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble pour bébé","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3342098_uploaded_image1_1632007227.jpg"
"1771242902-955","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfant","4 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3339695_uploaded_image1_1631884032.jpg"
"1771242902-956","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3338087_uploaded_image1_1631803844.jpg"
"1771242902-957","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Pantalon enfant","5 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3334446_uploaded_image1_1631630022.jpg"
"1771242902-958","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Pantalon enfant","5 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3334439_uploaded_image1_1631629866.jpg"
"1771242902-959","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3330818_uploaded_image1_1631454754.jpg"
"1771242902-960","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Maillot enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3323046_uploaded_image1_1631093504.jpg"
"1771242902-961","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Hijab  enfant","1 500CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3319762_uploaded_image1_1630942932.jpg"
"1771242902-962","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble garçon","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3312390_uploaded_image1_1630601676.jpg"
"1771242902-963","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble garçon","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3312388_uploaded_image1_1630601614.jpg"
"1771242902-964","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble   garçon","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3312381_uploaded_image1_1630601429.jpg"
"1771242902-965","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble costume garçon","22 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3312379_uploaded_image1_1630601374.jpg"
"1771242902-966","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robes","6 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3309778_uploaded_image1_1630514175.jpg"
"1771242902-967","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe enfant","3 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3308950_uploaded_image1_1630499428.jpg"
"1771242902-968","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3306671_uploaded_image1_1630416750.jpg"
"1771242902-969","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Chemises Pimkie","2 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3303661_uploaded_image1_1630249960.jpg"
"1771242902-970","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Caleçons pour enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3298165_uploaded_image1_1629920561.jpg"
"1771242902-971","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe wax enfant","12 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_3292897_uploaded_image1_1629649247.jpg"
"1771242902-972","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe fille","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3292529_uploaded_image1_1629627801.jpg"
"1771242902-973","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robes fille","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3292525_uploaded_image1_1629627694.jpg"
"1771242902-974","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble 3 pièces garçon","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3288163_uploaded_image1_1629374065.jpg"
"1771242902-975","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble 3 pièces garçons","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3288161_uploaded_image1_1629373998.jpg"
"1771242902-976","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements enfant","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3284080_uploaded_image1_1629189917.jpg"
"1771242902-977","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements friperies enfants","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3269998_uploaded_image1_1628452686.jpg"
"1771242902-978","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble combinaison enfant 2 pièces","7 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3268417_uploaded_image1_1628359055.jpg"
"1771242902-979","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robes enfant","4 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3266560_uploaded_image1_1628269772.jpg"
"1771242902-980","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtements de friperie","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3252830_uploaded_image1_1627680137.jpg"
"1771242902-981","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Sous vêtements enfants","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3250923_uploaded_image1_1627575838.jpg"
"1771242902-982","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe enfant","12 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_3246336_uploaded_image1_1627341068.jpg"
"1771242902-983","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Maillot de bain enfant","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3243385_uploaded_image1_1627145773.jpg"
"1771242902-984","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble short fille","8 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3243381_uploaded_image1_1627145505.jpg"
"1771242902-985","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble enfants","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3225642_uploaded_image1_1626171489.jpg"
"1771242902-986","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe   enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3223803_uploaded_image1_1626088912.jpg"
"1771242902-987","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3223798_uploaded_image1_1626088863.jpg"
"1771242902-988","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3223774_uploaded_image1_1626088433.jpg"
"1771242902-989","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe enfant","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222211_uploaded_image1_1626008052.jpg"
"1771242902-990","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221637_uploaded_image1_1625954553.jpg"
"1771242902-991","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Djellaba enfant","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3201236_uploaded_image1_1625141023.jpg"
"1771242902-992","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Vêtement enfant","2 500CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_3199217_uploaded_image1_1625065031.jpg"
"1771242902-993","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Boubou enfant","1 000CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_3199201_uploaded_image1_1625064316.jpg"
"1771242902-994","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Sous-vêtement Enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg"
"1771242902-995","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Habits bébé","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3192618_uploaded_image1_1624700331.jpg"
"1771242902-996","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble vêtements","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3186865_uploaded_image1_1624408771.jpg"
"1771242902-997","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Sous vêtement enfants","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3186113_uploaded_image1_1624378022.jpg"
"1771242902-998","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","T-shirt enfant","1 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3186107_uploaded_image1_1624377710.jpg"
"1771242902-999","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe pour fillette","12 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3178371_uploaded_image1_1623973004.jpg"
"1771242902-1000","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robes enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3176544_uploaded_image1_1623885930.jpg"
"1771242902-1001","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Jeans de friperie enfant","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174226_uploaded_image1_1623782700.jpg"
"1771242902-1002","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe de friperie enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174224_uploaded_image1_1623782622.jpg"
"1771242902-1003","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robes de friperie enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174220_uploaded_image1_1623782572.jpg"
"1771242902-1004","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe de friperie enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174219_uploaded_image1_1623782525.jpg"
"1771242902-1005","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174216_uploaded_image1_1623782453.jpg"
"1771242902-1006","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Robe de friperie - enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174214_uploaded_image1_1623782405.jpg"
"1771242902-1007","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Ensemble enfants","3 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174209_uploaded_image1_1623782334.jpg"
"1771242902-1008","https://sn.coinafrique.com/categorie/vetements-enfants?page=8","Jeans friperie enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3174207_uploaded_image1_1623782291.jpg"
"1771242910-1009","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Maillot Sénégal enfants","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3637250_uploaded_image1_1649076487.jpg"
"1771242910-1010","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3600844_uploaded_image1_1646833560.jpg"
"1771242910-1011","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Maillots sénégal enfants","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3633429_uploaded_image1_1648859214.jpg"
"1771242910-1012","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Robe enfant","5 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3628406_uploaded_image1_1648592474.jpg"
"1771242910-1013","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Robes enfants","Prix sur demande","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_3625258_uploaded_image3_1648390340.jpeg"
"1771242910-1014","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Tenue mardi gras","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3582393_uploaded_image1_1645792127.jpg"
"1771242910-1015","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Tenue mardi gras","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3582375_uploaded_image1_1645791582.jpg"
"1771242910-1016","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Caleçons homme","4 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3620389_uploaded_image3_1648043635.jpeg"
"1771242910-1017","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Maillots de football enfant","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3616215_uploaded_image1_1647769308.jpg"
"1771242910-1018","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensemble enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3613858_uploaded_image2_1647597426.jpeg"
"1771242910-1019","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement enfant","1 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3608114_uploaded_image2_1647271341.jpeg"
"1771242910-1020","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtements bébé","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3606160_uploaded_image1_1647123480.jpg"
"1771242910-1021","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensemble enfant","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3604777_uploaded_image1_1647030491.jpg"
"1771242910-1022","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Peignoir personnalisé enfant","12 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3563684_uploaded_image1_1644584292.jpg"
"1771242910-1023","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Habits enfants","8 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3601827_uploaded_image1_1646873978.jpg"
"1771242910-1024","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement enfant","1 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3600538_uploaded_image1_1646825050.jpg"
"1771242910-1025","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement enfant","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3600535_uploaded_image2_1646824967.jpeg"
"1771242910-1026","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtements enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3600530_uploaded_image2_1646824909.jpeg"
"1771242910-1027","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3600527_uploaded_image1_1646824864.jpg"
"1771242910-1028","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3600524_uploaded_image1_1646824802.jpg"
"1771242910-1029","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtements bébé","1 500CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3599090_uploaded_image1_1646743024.jpg"
"1771242910-1030","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Pantalon Zara enfant","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3598377_uploaded_image1_1646692365.jpg"
"1771242910-1031","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensemble Veste enfant","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3594235_uploaded_image1_1646433088.jpg"
