web_scraper_order,web_scraper_start_url,type_habits,prix,adresse,image_lien
"1771242811-354","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble enfant","12 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2133600_uploaded_image1_1589810793.jpg"
"1771242811-355","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble pantalon & tee-shirt","12 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2133467_uploaded_image1_1589808819.jpg"
"1771242811-356","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfants","10 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2133033_uploaded_image1_1589804179.jpg"
"1771242811-357","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble culotte","5 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126589_uploaded_image1_1589696412.jpg"
"1771242811-358","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126541_uploaded_image1_1589695915.jpg"
"1771242811-359","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126532_uploaded_image1_1589695794.jpg"
"1771242811-360","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements  enfant","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126529_uploaded_image1_1589695742.jpg"
"1771242811-361","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126522_uploaded_image1_1589695660.jpg"
"1771242811-362","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125952_uploaded_image1_1589678069.jpg"
"1771242811-363","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125951_uploaded_image1_1589678021.jpg"
"1771242811-364","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125948_uploaded_image1_1589677959.jpg"
"1771242811-365","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125947_uploaded_image1_1589677921.jpg"
"1771242811-366","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","T-Shirt - Short","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125943_uploaded_image1_1589677839.jpg"
"1771242811-367","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125892_uploaded_image1_1589676708.jpg"
"1771242811-368","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","T-shirts 100% coton","5 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2124862_uploaded_image1_1589655764.jpg"
"1771242811-369","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2122740_uploaded_image1_1589625434.jpg"
"1771242811-370","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2121714_uploaded_image1_1589608443.jpg"
"1771242811-371","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2121710_uploaded_image1_1589608406.jpg"
"1771242811-372","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements pour enfants","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2121709_uploaded_image1_1589608369.jpg"
"1771242811-373","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2121705_uploaded_image1_1589608320.jpg"
"1771242811-374","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2120842_uploaded_image1_1589586119.jpg"
"1771242811-375","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Pantalon pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2120840_uploaded_image1_1589586074.jpg"
"1771242811-376","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Polo pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2120830_uploaded_image1_1589585958.jpg"
"1771242811-377","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes","12 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2112935_uploaded_image1_1589474288.jpg"
"1771242811-378","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Tenue traditionnelle","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2112761_uploaded_image1_1589472281.15.jpeg"
"1771242811-379","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements  enfants","20 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2110260_uploaded_image1_1589447276.jpg"
"1771242811-380","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtement enfant","15 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2110256_uploaded_image1_1589447241.jpg"
"1771242811-381","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Complet enfant","15 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2110252_uploaded_image1_1589447206.jpg"
"1771242811-382","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","World classe Vêtements enfants","40 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2109272_uploaded_image1_1589430115.jpg"
"1771242811-383","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements pour enfants","25 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2102512_uploaded_image1_1589320644.jpg"
"1771242811-384","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","vêtements de classe pour bébé","16 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2099466_uploaded_image1_1589281936.jpg"
"1771242811-385","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Caleçon pour enfants","7 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2097474_uploaded_image1_1589248311.jpg"
"1771242811-386","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2096621_uploaded_image1_1589230804.07.jpeg"
"1771242811-387","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Qamis pour petit","10 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2090969_uploaded_image1_1589145852.jpg"
"1771242811-388","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Slip enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2087466_uploaded_image1_1589080473.jpg"
"1771242811-389","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements bébé","2 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2087136_uploaded_image1_1589072240.jpg"
"1771242811-390","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Tenu traditionnel enfant","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2075122_uploaded_image1_1588877022.18.jpeg"
"1771242811-391","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble pour garçon","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2074826_uploaded_image1_1588873875.59.jpeg"
"1771242811-392","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2068470_uploaded_image1_1588787535.jpg"
"1771242811-393","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Tuniques enfant","20 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2066977_uploaded_image1_1588770353.jpg"
"1771242811-394","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Transats pour bébé","40 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2059938_uploaded_image1_1588675266.74.jpeg"
"1771242811-395","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2054142_uploaded_image1_1588591769.jpg"
"1771242811-396","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Tuniques enfants","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2051266_uploaded_image1_1588537693.14.jpeg"
"1771242811-397","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2050296_uploaded_image1_1588522493.jpg"
"1771242811-398","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes","15 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2045971_uploaded_image1_1588443944.jpg"
"1771242811-399","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2044629_uploaded_image1_1588426459.jpg"
"1771242811-400","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2044622_uploaded_image1_1588426381.jpg"
"1771242811-401","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes enfant fait main","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2041432_uploaded_image1_1588364804.jpg"
"1771242811-402","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2039586_uploaded_image1_1588336839.jpg"
"1771242811-403","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtement enfant","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2038808_uploaded_image1_1588327063.jpg"
"1771242811-404","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtement enfant","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2038784_uploaded_image1_1588326759.jpg"
"1771242811-405","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble enfant","10 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033828_uploaded_image1_1588247617.46.jpeg"
"1771242811-406","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble bébé 5 pièces","8 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033818_uploaded_image1_1588247504.65.jpeg"
