web_scraper_order,web_scraper_start_url,type_chaussure,prix,adresse,image_lien
"1771244256-317","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Baskets enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921233_uploaded_image1_1725193317.jpg"
"1771244256-318","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfant","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4870683_uploaded_image2_1722496365.jpeg"
"1771244256-319","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","3 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4797078_uploaded_image1_1718482814.jpg"
"1771244256-320","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771244256-321","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures filles","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4781990_uploaded_image1_1717637500.jpg"
"1771244256-322","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4781989_uploaded_image1_1717637364.jpg"
"1771244256-323","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1771244256-324","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1771244256-325","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures pour enfants","2 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4775765_uploaded_image1_1717362018.jpg"
"1771244256-326","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Timberland enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4763656_uploaded_image1_1716765652.jpg"
"1771244256-327","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures bébés Air Force","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4735737_uploaded_image1_1715305215.jpg"
"1771244256-328","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","2 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4680911_uploaded_image1_1712514020.jpg"
"1771244256-329","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771244256-330","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures pour enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4656153_uploaded_image1_1711205088.jpg"
"1771244256-331","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Pantoufles  enfants","2 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4632466_uploaded_image1_1709901740.jpg"
"1771244256-332","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Pantoufle enfants","2 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4626680_uploaded_image1_1709644598.jpg"
"1771244256-333","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfant Ogiy","17 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1771244256-334","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","6 500CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_4608262_uploaded_image1_1708692132.jpg"
"1771244256-335","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfants","6 500CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_4608259_uploaded_image1_1708692072.jpg"
"1771244256-336","https://sn.coinafrique.com/categorie/chaussures-enfants?5","Chaussures enfant","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771244265-337","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771244265-338","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758573_uploaded_image1_1770232189.jpg"
"1771244265-339","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758572_uploaded_image1_1770232144.jpg"
"1771244265-340","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771244265-341","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5726987_uploaded_image2_1768721889.jpeg"
"1771244265-342","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5698980_uploaded_image1_1767320096.jpg"
"1771244265-343","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5698971_uploaded_image1_1767319248.jpg"
"1771244265-344","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5662804_uploaded_image1_1765242328.jpg"
"1771244265-345","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5662795_uploaded_image1_1765241951.jpg"
"1771244265-346","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","5 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5606532_uploaded_image1_1762343319.jpg"
"1771244265-347","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","5 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5584411_uploaded_image1_1761044461.jpg"
"1771244265-348","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Baskets Adidas enfants","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5578754_uploaded_image1_1760708246.jpg"
"1771244265-349","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Baskets Nike","14 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5568313_uploaded_image1_1760122555.jpg"
"1771244265-350","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5556000_uploaded_image1_1759458374.jpg"
"1771244265-351","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfant","2 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5555999_uploaded_image1_1759458125.jpg"
"1771244265-352","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Baskets Nike TN pour enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5553767_uploaded_image1_1759362000.jpg"
"1771244265-353","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures Jordan enfants","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5551856_uploaded_image1_1759301538.jpg"
"1771244265-354","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures Jordan enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5551836_uploaded_image1_1759300588.jpg"
"1771244265-355","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","5 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5545268_uploaded_image1_1758910584.jpg"
"1771244265-356","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5542655_uploaded_image1_1758784796.jpg"
"1771244265-357","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5540293_uploaded_image1_1758655238.jpg"
"1771244265-358","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5515698_uploaded_image1_1757382428.jpg"
"1771244265-359","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5515694_uploaded_image1_1757382135.jpg"
"1771244265-360","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures pour enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5512056_uploaded_image1_1757170918.jpg"
"1771244265-361","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants et bébés","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5507047_uploaded_image1_1756915193.jpg"
"1771244265-362","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5503839_uploaded_image1_1756775841.jpg"
"1771244265-363","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5503837_uploaded_image2_1756775448.jpeg"
"1771244265-364","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5494505_uploaded_image1_1756248709.jpg"
"1771244265-365","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Bottes de pluie pour fille de 3 ans","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5491455_uploaded_image1_1756082236.jpg"
"1771244265-366","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1771244265-367","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416767_uploaded_image1_1752155258.jpg"
"1771244265-368","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5388880_uploaded_image1_1750707623.jpg"
"1771244265-369","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771244265-370","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5323154_uploaded_image1_1747018204.jpg"
"1771244265-371","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","3 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294713_uploaded_image1_1745421584.jpg"
"1771244265-372","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","3 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5294302_uploaded_image1_1745410325.jpg"
"1771244265-373","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfant","18 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1771244265-374","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfant","18 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284783_uploaded_image1_1744813725.jpg"
"1771244265-375","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures pour enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5269411_uploaded_image1_1744009165.jpg"
"1771244265-376","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","2 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5253810_uploaded_image1_1743097199.jpg"
"1771244265-377","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5231318_uploaded_image1_1741923251.jpg"
"1771244265-378","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5231304_uploaded_image1_1741922219.jpg"
"1771244265-379","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfant","8 500CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181134_uploaded_image1_1739295232.jpg"
"1771244265-380","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfant","7 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181139_uploaded_image1_1739295381.jpg"
"1771244265-381","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfant","10 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181147_uploaded_image1_1739295472.jpg"
"1771244265-382","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Baskets Nike Jordan","20 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5210436_uploaded_image1_1740934512.jpg"
"1771244265-383","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Ballerines enfants","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5141832_uploaded_image1_1737242187.jpg"
"1771244265-384","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","2 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5125946_uploaded_image1_1736370156.jpg"
"1771244265-385","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Baskets enfant","3 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080430_uploaded_image1_1733555952.jpg"
"1771244265-386","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Basket","5 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5080428_uploaded_image1_1733555768.jpg"
"1771244265-387","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Claquettes","8 450CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5047806_uploaded_image1_1731804849.jpg"
"1771244265-388","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Ensemble chaussures et chaussettes pour bebe","1 800CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5037805_uploaded_image1_1731321094.jpg"
"1771244265-389","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Ballerines enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002639_uploaded_image1_1729418695.jpg"
"1771244265-390","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Baskets Nike Air Max","6 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4979173_uploaded_image1_1728164387.jpg"
"1771244265-391","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Jordan enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4976138_uploaded_image1_1728002356.jpg"
"1771244265-392","https://sn.coinafrique.com/categorie/chaussures-enfants?4","jordans enfants","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1771244265-393","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfant","4 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1771244265-394","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","13 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4934544_uploaded_image1_1725833379.jpg"
"1771244265-395","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Baskets Nike enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930603_uploaded_image1_1725607998.jpg"
"1771244265-396","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Baskets Jordan enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4930596_uploaded_image1_1725607117.jpg"
"1771244265-397","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfant","17 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928091_uploaded_image1_1725487369.jpg"
"1771244265-398","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Baskets  Jordan enfants","16 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928088_uploaded_image1_1725487276.jpg"
"1771244265-399","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Baskets Jordan 6","11 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921251_uploaded_image1_1725193733.jpg"
"1771244265-400","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Baskets Nike React","9 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921241_uploaded_image1_1725193496.jpg"
"1771244265-401","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Baskets enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4921233_uploaded_image1_1725193317.jpg"
"1771244265-402","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfant","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4870683_uploaded_image2_1722496365.jpeg"
"1771244265-403","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","3 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4797078_uploaded_image1_1718482814.jpg"
"1771244265-404","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771244265-405","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures filles","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4781990_uploaded_image1_1717637500.jpg"
"1771244265-406","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4781989_uploaded_image1_1717637364.jpg"
"1771244265-407","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779994_uploaded_image1_1717548193.jpg"
"1771244265-408","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","8 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4779993_uploaded_image1_1717548114.jpg"
"1771244265-409","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures pour enfants","2 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4775765_uploaded_image1_1717362018.jpg"
"1771244265-410","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Timberland enfants","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4763656_uploaded_image1_1716765652.jpg"
"1771244265-411","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures bébés Air Force","10 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4735737_uploaded_image1_1715305215.jpg"
"1771244265-412","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","2 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4680911_uploaded_image1_1712514020.jpg"
"1771244265-413","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","15 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1771244265-414","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures pour enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4656153_uploaded_image1_1711205088.jpg"
"1771244265-415","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Pantoufles  enfants","2 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4632466_uploaded_image1_1709901740.jpg"
"1771244265-416","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Pantoufle enfants","2 500CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4626680_uploaded_image1_1709644598.jpg"
"1771244265-417","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfant Ogiy","17 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1771244265-418","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","6 500CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_4608262_uploaded_image1_1708692132.jpg"
"1771244265-419","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfants","6 500CFA","Sipres, Dakar, Sénégal","https://images.coinafrique.com/thumb_4608259_uploaded_image1_1708692072.jpg"
"1771244265-420","https://sn.coinafrique.com/categorie/chaussures-enfants?4","Chaussures enfant","6 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771244274-421","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771244274-422","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758573_uploaded_image1_1770232189.jpg"
"1771244274-423","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758572_uploaded_image1_1770232144.jpg"
"1771244274-424","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771244274-425","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5726987_uploaded_image2_1768721889.jpeg"
"1771244274-426","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5698980_uploaded_image1_1767320096.jpg"
"1771244274-427","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5698971_uploaded_image1_1767319248.jpg"
"1771244274-428","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5662804_uploaded_image1_1765242328.jpg"
"1771244274-429","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5662795_uploaded_image1_1765241951.jpg"
"1771244274-430","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","5 000CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5606532_uploaded_image1_1762343319.jpg"
"1771244274-431","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","5 000CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5584411_uploaded_image1_1761044461.jpg"
"1771244274-432","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Baskets Adidas enfants","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5578754_uploaded_image1_1760708246.jpg"
"1771244274-433","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Baskets Nike","14 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5568313_uploaded_image1_1760122555.jpg"
"1771244274-434","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5556000_uploaded_image1_1759458374.jpg"
"1771244274-435","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfant","2 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5555999_uploaded_image1_1759458125.jpg"
"1771244274-436","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Baskets Nike TN pour enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5553767_uploaded_image1_1759362000.jpg"
"1771244274-437","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures Jordan enfants","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5551856_uploaded_image1_1759301538.jpg"
"1771244274-438","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures Jordan enfants","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5551836_uploaded_image1_1759300588.jpg"
"1771244274-439","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","5 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5545268_uploaded_image1_1758910584.jpg"
"1771244274-440","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5542655_uploaded_image1_1758784796.jpg"
"1771244274-441","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5540293_uploaded_image1_1758655238.jpg"
"1771244274-442","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","18 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5515698_uploaded_image1_1757382428.jpg"
"1771244274-443","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5515694_uploaded_image1_1757382135.jpg"
"1771244274-444","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures pour enfants","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5512056_uploaded_image1_1757170918.jpg"
"1771244274-445","https://sn.coinafrique.com/categorie/chaussures-enfants?3","Chaussures enfants et bébés","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5507047_uploaded_image1_1756915193.jpg"
